"Survey","nPatent_1","nPatent_2","nPatent_3","nPatent_4"
1,1732,2580,4670,16111
2,1669,2491,4519,15191
3,1606,2395,4361,14253
4,1537,2312,4156,13360
5,1488,2268,4062,12870
6,1426,2211,3899,12290
7,1423,2132,3685,11676
8,1349,2068,3607,11146
9,1276,2003,3509,10631
10,1250,1950,3403,10216
11,1171,1889,3320,9703
12,1118,1842,3162,9235
13,1072,1738,3034,8804
14,1028,1684,2997,8529
15,1010,1585,2907,8265
16,969,1508,2813,8008
17,938,1456,2722,7716
18,898,1416,2610,7361
19,858,1354,2536,7153
20,842,1365,2458,6984
21,825,1353,2438,6753
22,800,1335,2431,6572
23,795,1336,2395,6474
24,798,1301,2396,6462
25,795,1327,2359,6362
26,796,1344,2359,6416
27,823,1333,2300,6491
28,847,1365,2385,6477
29,876,1402,2444,6558
30,913,1459,2512,6725
31,981,1544,2640,6935
32,1023,1699,2756,7244
33,1074,1776,2909,7565
34,1148,1882,3160,7938
35,1259,2051,3341,8534
36,1406,2191,3578,9057
37,1474,2329,3893,9860
38,1628,2479,4111,10523
39,1718,2616,4362,11213
40,1821,2753,4622,12017
41,1946,2915,4924,12967
42,1997,3054,5106,14123
43,2108,3141,5386,15186
44,2203,3166,5623,16671
45,2294,3264,5868,18097
46,2308,3362,6130,19731
47,2311,3397,6245,21589
48,2361,3553,6476,23346
49,2358,3610,6618,24999
50,2322,3623,6632,26704
51,2379,3589,6741,28283
52,2423,3576,6689,29691
53,2435,3575,6695,30659
54,2440,3492,6599,31233
55,2503,3467,6559,31853
56,2466,3455,6530,32272
57,2471,3419,6471,32394
58,2450,3374,6427,32372
59,2382,3344,6333,32246
60,2346,3346,6231,31944
61,2313,3388,6192,31378
62,2249,3320,6075,30662
63,2250,3287,6036,29802
64,2240,3224,5941,28853
65,2235,3188,5765,27906
66,2241,3133,5701,26882
67,2233,3034,5592,25706
68,2169,3015,5565,24385
69,2131,3001,5493,23328
70,2103,3013,5342,22052
71,2026,2942,5285,20762
72,1971,2914,5205,19495
73,1912,2845,5024,18436
74,1867,2772,5020,17507
75,1781,2691,4916,16421
76,1754,2591,4779,15456
77,1689,2561,4603,14816
78,1566,2476,4434,13854
79,1521,2382,4297,13277
80,1464,2259,4124,12648
81,1373,2170,3980,12047
82,1338,2084,3780,11526
83,1298,2036,3634,10852
84,1183,1956,3503,10407
85,1168,1872,3340,10099
86,1138,1790,3169,9655
87,1086,1718,3093,9353
88,1045,1690,2982,8969
89,991,1645,2865,8472
90,981,1570,2871,8165
91,910,1531,2791,7805
92,891,1462,2750,7462
93,878,1428,2729,7273
94,844,1419,2637,7194
95,801,1449,2589,7056
96,789,1444,2505,6812
97,796,1392,2472,6673
98,809,1374,2420,6593
99,798,1411,2444,6592
100,870,1413,2467,6574
101,892,1440,2496,6587
102,898,1448,2540,6783
103,952,1513,2660,6981
104,993,1584,2738,7217
105,1064,1723,2896,7537
106,1156,1790,3081,8014
107,1199,1869,3245,8393
108,1310,1977,3474,8891
109,1436,2152,3656,9279
110,1541,2358,3912,9962
111,1661,2490,4147,10632
112,1745,2698,4393,11407
113,1827,2804,4608,12303
114,1985,2886,4900,13196
115,2049,3032,5141,14266
116,2110,3190,5404,15490
117,2160,3234,5652,16754
118,2245,3285,5858,18267
119,2325,3330,6129,19922
120,2371,3439,6335,21620
121,2358,3505,6535,23522
122,2464,3492,6589,25322
123,2459,3554,6607,26829
124,2447,3577,6763,28418
125,2422,3584,6766,29619
126,2481,3589,6721,30626
127,2466,3563,6713,31351
128,2448,3490,6624,31879
129,2466,3443,6580,32196
130,2410,3385,6463,32486
131,2387,3373,6423,32355
132,2385,3329,6303,32306
133,2410,3303,6298,31871
134,2391,3312,6167,31250
135,2468,3247,6145,30639
136,2423,3215,6078,29908
137,2324,3224,6011,28972
138,2241,3198,5887,27939
139,2202,3132,5839,26895
140,2168,3058,5743,25804
141,2105,3037,5723,24381
142,2033,3014,5531,23368
143,2042,2948,5436,22065
144,1984,2895,5357,20737
145,1916,2844,5259,19547
146,1873,2745,5121,18332
147,1793,2660,4975,17455
148,1794,2605,4825,16455
149,1732,2517,4690,15755
150,1699,2463,4587,14860
151,1621,2446,4459,14016
152,1505,2348,4295,13245
153,1466,2246,4180,12486
154,1446,2173,4026,11857
155,1364,2106,3886,11162
156,1284,2070,3729,10673
157,1248,1949,3586,10120
158,1191,1866,3484,9797
159,1117,1804,3345,9417
160,1116,1704,3139,9002
161,1087,1660,3014,8645
162,1066,1644,2910,8371
163,1005,1619,2796,7988
164,1009,1553,2668,7687
165,953,1548,2596,7542
166,932,1459,2551,7254
167,880,1427,2491,7022
168,855,1392,2496,6894
169,873,1344,2434,6758
170,849,1346,2409,6728
171,858,1289,2424,6645
172,851,1283,2453,6541
173,901,1352,2450,6613
174,909,1378,2488,6621
175,969,1438,2557,6782
176,979,1483,2643,6860
177,1046,1572,2739,7184
178,1087,1672,2868,7552
179,1152,1826,3058,7853
180,1250,1935,3272,8253
181,1331,2094,3437,8730
182,1439,2211,3748,9381
183,1549,2356,3980,10027
184,1649,2472,4181,10640
185,1747,2604,4449,11445
186,1864,2702,4610,12281
187,1982,2866,4809,13184
188,2035,3052,5048,14294
189,2045,3144,5372,15513
190,2118,3238,5620,16836
191,2213,3415,5833,18460
192,2261,3413,6047,19986
193,2344,3469,6283,21807
194,2389,3538,6407,23574
195,2419,3541,6567,25470
196,2412,3554,6664,27014
197,2437,3574,6706,28564
198,2387,3525,6678,29912
199,2469,3484,6625,30840
200,2458,3477,6523,31778
201,2445,3441,6467,32225
202,2387,3496,6429,32401
203,2345,3509,6366,32488
204,2401,3437,6310,32490
205,2369,3411,6263,32373
206,2372,3399,6226,31979
207,2338,3360,6119,31381
208,2283,3334,6030,30727
209,2240,3302,5989,30028
210,2168,3252,5941,29212
211,2197,3173,5793,27937
212,2169,3147,5807,26913
213,2170,3058,5683,25715
214,2162,3019,5617,24555
215,2192,2924,5403,23330
216,2096,2940,5350,21919
217,2047,2894,5259,20953
218,1944,2820,5140,19757
219,1847,2771,5041,18642
220,1761,2673,4921,17480
221,1760,2651,4831,16646
222,1727,2547,4712,15752
223,1632,2462,4535,14875
224,1560,2390,4413,14028
225,1505,2302,4276,13225
226,1459,2255,4119,12504
227,1401,2133,3945,12006
228,1320,2081,3801,11240
229,1247,2019,3625,10918
230,1200,1897,3509,10363
231,1145,1825,3333,9831
232,1048,1784,3170,9438
233,1058,1700,3135,9023
234,1057,1633,3015,8648
235,1026,1550,2928,8450
236,986,1519,2840,8123
237,960,1467,2783,7800
238,922,1474,2699,7558
239,890,1419,2642,7362
240,871,1430,2564,7060
241,861,1394,2484,6988
242,849,1381,2477,6928
243,827,1348,2433,6783
244,847,1366,2412,6708
245,831,1342,2459,6731
246,812,1398,2445,6793
247,868,1404,2528,6692
248,918,1508,2583,6823
249,942,1525,2641,6945
250,1004,1655,2756,7205
251,1058,1748,2933,7564
252,1145,1845,3083,7955
253,1242,1986,3236,8401
254,1351,2103,3504,8920
255,1427,2272,3737,9533
256,1530,2393,3915,10095
257,1636,2533,4151,10662
258,1721,2625,4385,11545
259,1823,2739,4577,12395
260,1880,2867,4870,13373
261,1981,3025,5095,14331
262,2094,3161,5332,15733
263,2121,3310,5643,17053
264,2163,3382,5975,18479
265,2259,3485,6108,20075
266,2380,3466,6310,21799
267,2396,3552,6436,23628
268,2399,3577,6460,25390
269,2403,3576,6542,26865
270,2433,3548,6533,28473
271,2398,3532,6582,29607
272,2450,3480,6552,30853
273,2527,3508,6518,31710
274,2489,3464,6507,32043
275,2482,3420,6417,32515
276,2474,3431,6414,32550
277,2473,3396,6363,32651
278,2409,3396,6321,32317
279,2357,3329,6261,31999
280,2327,3387,6220,31578
281,2256,3318,6187,30747
282,2258,3267,6043,30000
283,2184,3208,5933,29167
284,2163,3151,5838,28106
285,2168,3129,5791,26801
286,2175,3111,5700,25738
287,2114,3087,5635,24456
288,2115,3019,5507,23353
289,2063,2979,5431,22235
290,2034,2919,5326,21054
291,1907,2864,5136,19782
292,1892,2780,5138,18767
293,1845,2690,4991,17710
294,1751,2652,4912,16677
295,1703,2591,4759,15783
296,1640,2499,4587,14934
297,1590,2380,4445,14143
298,1499,2334,4244,13405
299,1410,2238,4082,12837
300,1319,2149,3927,12188
301,1289,2025,3761,11489
302,1223,1995,3570,11015
303,1215,1929,3530,10618
304,1116,1905,3356,10161
305,1097,1909,3228,9622
306,1069,1783,3141,9103
307,1014,1668,3001,8698
308,993,1600,2903,8493
309,962,1578,2772,8180
310,921,1528,2697,7794
311,906,1462,2643,7572
312,880,1375,2559,7399
313,864,1370,2525,7184
314,838,1395,2518,6970
315,836,1362,2479,6835
316,823,1348,2430,6748
317,811,1366,2433,6623
318,842,1393,2471,6626
319,835,1422,2471,6674
320,909,1450,2526,6726
321,905,1529,2582,6850
322,932,1571,2670,6910
323,962,1636,2716,7232
324,1008,1784,2906,7588
325,1068,1836,2987,7887
326,1206,1943,3171,8290
327,1271,2101,3406,8911
328,1382,2271,3603,9454
329,1525,2405,3895,9985
330,1639,2524,4176,10676
331,1718,2658,4437,11589
332,1783,2849,4670,12384
333,1832,2911,4889,13331
334,1952,3027,5117,14291
335,2041,3110,5430,15537
336,2096,3196,5665,16964
337,2183,3326,5912,18368
338,2249,3419,6092,20136
339,2322,3491,6328,22033
340,2365,3513,6462,23696
341,2374,3519,6627,25589
342,2380,3592,6665,27233
343,2474,3636,6767,28567
344,2525,3615,6730,29773
345,2492,3609,6654,30882
346,2444,3513,6574,31808
347,2456,3448,6498,32214
348,2432,3443,6426,32537
349,2461,3441,6345,32687
350,2449,3493,6266,32500
351,2398,3460,6234,32387
352,2447,3443,6159,31971
353,2381,3301,6061,31508
354,2307,3261,5953,30696
355,2255,3264,5963,30058
356,2198,3236,5878,29261
357,2204,3194,5858,28274
358,2182,3120,5794,27115
359,2133,3072,5735,25900
360,2114,3046,5657,24612
361,2058,2994,5566,23279
362,2013,2945,5460,22047
363,2006,2856,5265,20724
364,1912,2785,5220,19636
365,1894,2787,5027,18649
366,1801,2735,4902,17610
367,1756,2641,4826,16763
368,1705,2617,4691,15712
369,1607,2506,4560,14924
370,1509,2427,4435,14110
371,1483,2362,4310,13482
372,1435,2295,4153,12621
373,1412,2197,3936,12107
374,1336,2127,3836,11526
375,1271,2028,3682,10960
376,1221,1970,3510,10386
377,1181,1887,3338,10006
378,1128,1815,3216,9488
379,1074,1708,3112,8990
380,1041,1658,2959,8618
381,1019,1629,2876,8342
382,945,1553,2794,8056
383,939,1500,2712,7839
384,925,1477,2650,7682
385,929,1461,2593,7467
386,900,1428,2531,7126
387,850,1399,2411,6969
388,815,1396,2420,6933
389,836,1397,2404,6816
390,850,1401,2425,6806
391,843,1399,2437,6785
392,866,1396,2457,6643
393,887,1464,2479,6722
394,936,1494,2554,6872
395,967,1489,2647,7027
396,1003,1583,2769,7195
397,1061,1664,2902,7550
398,1151,1767,3054,8088
399,1262,1894,3291,8516
400,1351,2054,3512,9012
401,1424,2234,3768,9669
402,1482,2395,3992,10284
403,1559,2506,4218,10914
404,1681,2678,4512,11707
405,1743,2813,4738,12534
406,1849,2978,4910,13410
407,1966,3109,5107,14462
408,2102,3111,5316,15612
409,2154,3171,5652,16959
410,2212,3300,5915,18763
411,2262,3367,6146,20441
412,2321,3498,6303,22177
413,2400,3541,6460,23913
414,2405,3535,6503,25895
415,2437,3544,6569,27491
416,2398,3562,6591,28794
417,2466,3536,6590,30015
418,2504,3558,6545,31112
419,2535,3545,6486,31840
420,2523,3553,6528,32387
421,2521,3528,6471,32670
422,2487,3475,6385,32808
423,2433,3416,6427,32619
424,2421,3390,6338,32215
425,2396,3320,6252,31968
426,2372,3303,6220,31380
427,2323,3196,6106,30780
428,2311,3197,6033,30140
429,2215,3165,5902,29289
430,2211,3111,5880,28197
431,2237,3075,5748,27236
432,2189,3085,5651,25939
433,2163,3057,5597,24705
434,2088,3044,5481,23503
435,2051,3036,5334,22142
436,1963,2979,5273,20971
437,1929,2943,5132,19751
438,1941,2827,5105,18479
439,1902,2789,4999,17636
440,1747,2696,4808,16585
441,1689,2641,4662,15578
442,1634,2564,4497,14850
443,1544,2437,4346,13983
444,1473,2354,4294,13301
445,1446,2191,4131,12614
446,1339,2152,4055,11975
447,1284,2003,3901,11557
448,1268,1967,3677,10929
449,1208,1908,3561,10541
450,1128,1823,3479,9959
451,1115,1767,3343,9544
452,1077,1656,3219,9158
453,1029,1614,3085,8710
454,1004,1582,2957,8404
455,993,1524,2807,8014
456,984,1478,2728,7777
457,953,1472,2696,7616
458,925,1439,2569,7443
459,868,1460,2525,7256
460,856,1392,2512,7096
461,845,1378,2461,6927
462,855,1320,2503,6962
463,865,1326,2472,6830
464,861,1340,2434,6898
465,909,1425,2479,6782
466,932,1431,2520,6832
467,972,1483,2552,6967
468,1006,1534,2647,7082
469,1085,1565,2671,7361
470,1163,1674,2866,7578
471,1174,1781,3034,8061
472,1281,1946,3161,8501
473,1373,2046,3389,9020
474,1426,2225,3665,9510
475,1546,2368,3878,10083
476,1630,2499,4137,10698
477,1743,2604,4464,11453
478,1891,2793,4722,12325
479,1962,2936,4965,13387
480,2020,3096,5207,14490
481,2076,3180,5374,15749
482,2135,3281,5619,17213
483,2199,3389,5804,18677
484,2265,3401,6049,20302
485,2300,3465,6218,22136
486,2337,3489,6361,23880
487,2397,3474,6503,25616
488,2432,3497,6559,27153
489,2416,3524,6619,28637
490,2400,3536,6683,29837
491,2440,3510,6691,30783
492,2502,3533,6713,31491
493,2486,3503,6662,32112
494,2512,3469,6549,32559
495,2504,3467,6500,32702
496,2485,3452,6434,32508
497,2456,3347,6323,32539
498,2400,3309,6239,32078
499,2347,3282,6109,31543
500,2312,3255,6039,30864
501,2281,3213,5981,30202
502,2285,3163,5907,29257
503,2285,3089,5816,28130
504,2252,3072,5770,26978
505,2229,3035,5730,25941
506,2114,3004,5665,24574
507,2092,2995,5592,23303
508,2027,3009,5478,22277
509,2011,2880,5308,21134
510,1961,2863,5214,19841
511,1918,2800,5053,18751
512,1824,2736,4892,17578
513,1770,2629,4813,16551
514,1712,2520,4667,15657
515,1637,2439,4534,14807
516,1570,2384,4410,14126
517,1520,2276,4257,13402
518,1493,2196,4145,12732
519,1410,2123,4025,12160
520,1357,2062,3809,11591
521,1260,1956,3658,11099
522,1271,1891,3539,10672
523,1201,1833,3474,9997
524,1163,1763,3299,9539
525,1122,1722,3154,9131
526,1068,1669,3041,8753
527,1047,1630,2960,8406
528,970,1554,2887,8141
529,938,1476,2758,7926
530,933,1461,2753,7594
531,902,1399,2633,7445
532,906,1371,2615,7223
533,846,1364,2525,7098
534,841,1340,2552,7021
535,835,1329,2462,6844
536,831,1312,2454,6823
537,848,1318,2442,6824
538,863,1379,2428,6789
539,869,1458,2462,6862
540,917,1477,2577,7003
541,974,1530,2662,7243
542,1037,1613,2755,7375
543,1065,1751,2924,7795
544,1175,1911,3051,8053
545,1273,2041,3245,8447
546,1383,2226,3498,8982
547,1510,2383,3774,9593
548,1619,2471,3988,10312
549,1702,2568,4178,11064
550,1719,2680,4401,11817
551,1874,2849,4607,12643
552,1916,2939,4916,13759
553,1967,3070,5170,14591
554,2018,3155,5433,15904
555,2142,3243,5691,17244
556,2232,3337,5901,18835
557,2322,3419,6128,20479
558,2380,3430,6366,22018
559,2432,3505,6483,24048
560,2472,3561,6590,25771
561,2497,3522,6651,27310
562,2462,3475,6629,28710
563,2427,3543,6703,30021
564,2444,3478,6601,31040
565,2508,3494,6671,31694
566,2451,3469,6558,32276
567,2506,3422,6528,32564
568,2504,3401,6401,32727
569,2478,3370,6342,32830
570,2488,3355,6281,32442
571,2498,3327,6233,32094
572,2443,3336,6155,31425
573,2364,3205,6160,30999
574,2361,3217,6059,30243
575,2310,3186,6023,29256
576,2275,3162,5950,28170
577,2158,3137,5922,27069
578,2124,3068,5737,26077
579,2112,3060,5651,24711
580,2126,2966,5559,23663
581,2098,2871,5383,22274
582,2058,2817,5216,21124
583,1928,2806,5191,19871
584,1837,2722,5008,18760
585,1811,2711,4901,17639
586,1746,2625,4780,16696
587,1668,2534,4653,15784
588,1601,2445,4541,15038
589,1556,2357,4409,14410
590,1447,2247,4249,13584
591,1428,2197,4108,12872
592,1425,2066,3887,12242
593,1320,2078,3756,11598
594,1211,2013,3674,10935
595,1188,1937,3486,10476
596,1144,1910,3381,9974
597,1099,1835,3320,9584
598,1065,1778,3167,9117
599,1016,1770,3015,8818
600,948,1693,2964,8414
601,952,1636,2832,8145
602,926,1581,2722,7914
603,894,1508,2698,7612
604,904,1480,2590,7435
605,870,1458,2561,7160
606,864,1424,2493,7017
607,871,1396,2494,6877
608,865,1347,2455,6821
609,890,1328,2450,6726
610,877,1327,2444,6729
611,897,1334,2474,6870
612,905,1355,2478,6681
613,934,1456,2606,6934
614,933,1545,2608,7114
615,974,1615,2767,7407
616,1073,1663,2917,7714
617,1134,1766,3123,7969
618,1217,1878,3261,8550
619,1327,2087,3505,9000
620,1411,2255,3624,9603
621,1562,2417,3921,10156
622,1651,2561,4162,10776
623,1756,2682,4436,11565
624,1853,2833,4693,12364
625,1936,2912,5026,13392
626,1980,2984,5249,14419
627,2133,3111,5516,15690
628,2177,3221,5739,17041
629,2181,3308,5883,18536
630,2219,3410,6024,20305
631,2272,3458,6237,22108
632,2357,3524,6398,23839
633,2440,3490,6526,25478
634,2436,3521,6606,27263
635,2477,3533,6709,28712
636,2501,3547,6624,30031
637,2500,3516,6665,31027
638,2464,3542,6696,31650
639,2498,3483,6569,32393
640,2448,3416,6436,32527
641,2462,3460,6396,32833
642,2461,3396,6367,32714
643,2421,3374,6253,32474
644,2378,3375,6157,31965
645,2396,3317,6115,31507
646,2361,3282,6065,30745
647,2352,3221,6011,30073
648,2344,3103,5937,29168
649,2256,3087,5859,28176
650,2224,3049,5752,27083
651,2169,3028,5686,26084
652,2140,2967,5622,24869
653,2111,3015,5535,23526
654,2060,2928,5406,22492
655,2011,2906,5333,21205
656,1966,2783,5230,20084
657,1885,2734,5027,18825
658,1844,2709,4946,17772
659,1725,2662,4813,16865
660,1671,2543,4718,15904
661,1592,2448,4492,14903
662,1538,2387,4365,14135
663,1486,2304,4234,13394
664,1418,2254,4073,12761
665,1396,2172,3957,12119
666,1348,2080,3811,11632
667,1305,1971,3674,10982
668,1273,1972,3606,10561
669,1258,1839,3443,10091
670,1213,1833,3374,9669
671,1141,1734,3198,9237
672,1087,1650,3078,8657
673,1066,1628,3048,8348
674,1014,1609,2907,8076
675,953,1541,2741,7889
676,863,1468,2720,7673
677,852,1443,2675,7428
678,860,1408,2649,7239
679,849,1386,2549,7237
680,861,1356,2509,6952
681,857,1364,2495,6880
682,834,1365,2471,6868
683,840,1392,2465,6839
684,870,1413,2420,6818
685,872,1424,2449,6882
686,922,1476,2515,6989
687,961,1557,2688,7169
688,1008,1606,2741,7360
689,1088,1709,2898,7736
690,1143,1885,3093,8083
691,1234,1976,3328,8563
692,1329,2100,3551,9041
693,1395,2301,3793,9679
694,1548,2412,4044,10401
695,1642,2551,4343,11054
696,1754,2701,4610,11848
697,1796,2881,4799,12621
698,1915,3006,4982,13651
699,1989,3078,5248,14788
700,2077,3119,5358,16005
701,2115,3212,5585,17385
702,2131,3308,5848,18801
703,2211,3376,6091,20510
704,2339,3441,6252,22303
705,2376,3472,6360,24166
706,2403,3518,6459,25840
707,2458,3585,6585,27442
708,2510,3583,6647,28936
709,2529,3596,6629,30306
710,2482,3570,6573,31425
711,2470,3529,6541,32192
712,2441,3466,6533,32720
713,2460,3427,6390,32868
714,2448,3422,6260,32959
715,2473,3453,6282,32816
716,2512,3395,6190,32560
717,2437,3342,6128,32166
718,2439,3286,6063,31692
719,2345,3322,6045,30942
720,2382,3257,5928,30211
721,2300,3209,5895,29391
722,2318,3151,5823,28430
723,2189,3097,5689,27356
724,2140,3069,5686,26238
725,2163,3007,5584,24760
726,2109,2933,5499,23543
727,2055,2914,5374,22293
728,2039,2852,5283,21108
729,1958,2800,5238,19869
730,1899,2716,5107,18790
731,1885,2652,4999,17822
732,1810,2595,4796,16799
733,1728,2556,4756,15828
734,1692,2488,4584,15033
735,1610,2432,4371,14203
736,1537,2367,4206,13575
737,1483,2295,4090,12871
738,1403,2190,3966,12200
739,1366,2146,3819,11638
740,1278,2085,3675,11087
741,1245,1996,3510,10558
742,1201,1901,3395,10047
743,1138,1831,3265,9740
744,1109,1765,3191,9345
745,1052,1675,3047,8890
746,1043,1624,3016,8585
747,977,1592,2896,8272
748,945,1516,2831,8021
749,928,1478,2697,7644
750,907,1462,2632,7444
751,874,1454,2590,7174
752,868,1430,2518,7132
753,832,1407,2469,6971
754,862,1397,2460,6801
755,877,1392,2459,6662
756,863,1372,2472,6670
757,868,1427,2518,6829
758,940,1416,2549,6849
759,997,1461,2635,7062
760,980,1592,2761,7165
761,1018,1656,2844,7372
762,1053,1704,2942,7719
763,1124,1871,3122,8049
764,1203,2000,3243,8389
765,1278,2072,3453,8908
766,1403,2214,3656,9494
767,1571,2381,3941,10182
768,1677,2560,4187,10776
769,1734,2724,4416,11652
770,1879,2841,4668,12546
771,1905,2979,4899,13584
772,2003,3087,5105,14577
773,2059,3250,5417,15694
774,2099,3245,5667,17194
775,2151,3319,5827,18634
776,2251,3417,6086,20443
777,2325,3521,6258,22070
778,2363,3554,6401,23922
779,2465,3551,6565,25631
780,2453,3590,6656,27323
781,2487,3630,6682,28789
782,2486,3665,6684,30148
783,2450,3628,6586,31119
784,2466,3622,6509,32073
785,2443,3517,6520,32584
786,2418,3422,6435,32913
787,2452,3441,6402,32933
788,2479,3380,6337,32926
789,2486,3397,6252,32522
790,2526,3359,6223,32087
791,2480,3356,6165,31442
792,2379,3291,6089,30961
793,2309,3345,6047,30254
794,2302,3328,5942,29531
795,2268,3244,5862,28456
796,2224,3223,5774,27423
797,2218,3139,5605,25957
798,2196,3019,5569,24785
799,2169,2943,5472,23535
800,2104,2888,5360,22229
801,2026,2881,5204,20839
802,2032,2832,5134,19549
803,1955,2758,5026,18611
804,1885,2710,4885,17539
805,1828,2609,4733,16624
806,1738,2560,4683,15733
807,1646,2505,4526,14872
808,1562,2422,4414,14035
809,1533,2380,4245,13503
810,1438,2301,4051,12862
811,1405,2247,3905,12217
812,1300,2173,3776,11586
813,1238,2111,3713,11081
814,1207,1987,3587,10521
815,1123,1910,3417,10179
816,1070,1825,3327,9753
817,1045,1749,3209,9249
818,1027,1667,3059,8850
819,976,1588,2999,8507
820,1010,1571,2824,8242
821,959,1519,2724,7898
822,899,1499,2670,7588
823,892,1465,2632,7374
824,869,1431,2535,7135
825,853,1417,2545,7023
826,844,1406,2479,6856
827,854,1372,2387,6733
828,824,1311,2467,6739
829,865,1321,2442,6645
830,892,1361,2475,6723
831,878,1398,2495,6808
832,879,1456,2508,6906
833,915,1546,2575,7088
834,1001,1649,2693,7344
835,1076,1771,2829,7667
836,1137,1836,3080,8057
837,1236,2005,3294,8484
838,1298,2136,3504,9043
839,1390,2262,3701,9524
840,1508,2474,3952,10090
841,1583,2588,4141,10871
842,1631,2721,4348,11729
843,1785,2861,4639,12469
844,1902,2954,4908,13517
